,NM_UF_IES_ORIGEM,AN_INICIO,AN_FIM,NM_NIVEL,NM_GRANDE_AREA,NM_PROGRAMA,ID_PROCESSO,NM_IES_ORIGEM_PRINCIPAL_DA,NM_IES_ESTUDO_PRINCIPAL_DA
7779,SÃO PAULO,2019,2019,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),88887.343731/2019-00,UNIVERSIDADE DE SÃO PAULO,UNIVERSIDADE DE COIMBRA
7780,DISTRITO FEDERAL,2017,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PROGRAMA CAPES/EMBRAPA/FUNDAÇÃO AGRÓPOLIS,99999.000029/2017-03,UNIVERSIDADE DE BRASÍLIA,CENTRE DE COOPÉRATION INTERNATIONALE EN RECHERCHE AGRONOMIQUE POUR LE DÉVELOPPEMENT
7781,SÃO PAULO,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PRÊMIO CAPES DE TESES,88887.145995/2017-00,UNIVERSIDADE ESTADUAL DE CAMPINAS,MUSÉUM NATIONAL D'HISTOIRE NATURELLE
7782,PARANÁ,2017,2017,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,I-NOPA - NOVAS PARCERIAS INTEGRADAS,88887.136555/2017-00,UNIVERSIDADE FEDERAL DO PARANÁ,KARLSRUHER INSTITUT FÜR TECHNOLOGIE
7783,RIO GRANDE DO SUL,2018,2019,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),88887.165000/2018-00,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UNIVERSITÉ DU MAINE
7784,PARANÁ,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),99999.000011/2017-07,UNIVERSIDADE ESTADUAL DE LONDRINA,INSTITUT NATIONAL DE LA RECHERCHE AGRONOMIQUE
7785,MINAS GERAIS,2016,2017,ESTÁGIO PÓS-DOUTORAL,LINGÜÍSTICA,ARTES,99999.000734/2015-02,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,UNIVERSITY OF LIVERPOOL
7786,RIO GRANDE DO SUL,2016,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,99999.007511/2015-09,UNIVERSIDADE FEDERAL DE SANTA MARIA,UNIVERSITAT DE VALÈNCIA
7787,,2017,2018,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,CAPES/SIU (CENTRO NORUEGUÊS PARA COOPERAÇÃO INTERNACIONAL EM EDUCAÇÃO),88887.143519/2017-00,,HØGSKOLEN I SØRØST-NORGE
7788,MINAS GERAIS,2017,2018,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.119628/2016-01,UNIVERSIDADE FEDERAL DE MINAS GERAIS,CARNEGIE MELLON UNIVERSITY
7789,RIO DE JANEIRO,2018,2019,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),88887.200812/2018-00,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIVERSITÉ DE MONTPELLIER
7790,RIO DE JANEIRO,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),99999.000019/2017-08,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIVERSITÉ PIERRE ET MARIE CURIE - PARIS VI
7791,PARANÁ,2017,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.120050/2016-01,UNIVERSIDADE ESTADUAL DO CENTRO-OESTE,DURHAM UNIVERSITY
7792,RIO GRANDE DO SUL,2017,2018,PÓS-DOUTORADO,CIÊNCIAS HUMANAS,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.141918/2017-00,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE
7793,RIO DE JANEIRO,2016,2017,PÓS-DOUTORADO,CIÊNCIAS EXATAS E DA TERRA,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.116715/2016-00,OBSERVATÓRIO NACIONAL,OBSERVATÓRIO NACIONAL
7794,MINAS GERAIS,2017,2018,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),88887.142630/2017-00,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UNIVERSITÉ TOULOUSE III - PAUL SABATIER
7795,,2018,2019,PÓS-DOUTORADO,LINGÜÍSTICA,LINGUÍSTICA E LITERATURA,88881.171914/2018-01,,UNIVERSIDAD DE BUENOS AIRES
7796,MINAS GERAIS,2019,2019,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PROGRAMAS ESTRATÉGICOS,88881.308710/2018-01,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI,UNIVERSITÄT INNSBRUCK
7797,SÃO PAULO,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),99999.000664/2016-02,UNIVERSIDADE DE SÃO PAULO,AIX MARSEILLE UNIVERSITÉ
7798,,2016,2017,PÓS-DOUTORADO,CIÊNCIAS BIOLÓGICAS,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.130308/2016-00,,UNIVERSIDADE FEDERAL DA PARAIBA
7799,SANTA CATARINA,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.119039/2016-01,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UNIVERSITÉ DE STRASBOURG
7800,RIO DE JANEIRO,2015,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,99999.000708/2015-01,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIVERSITY OF ARIZONA
7801,FLORIDA,2019,2020,PÓS-DOUTORADO,CIÊNCIAS BIOLÓGICAS,PRINT - PROGRAMA INSTITUCIONAL DE INTERNACIONALIZAÇÃO,88887.364717/2019-00,UNIVERSITY OF FLORIDA,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL
7802,RIO GRANDE DO SUL,2016,2019,PÓS-DOUTORADO,MULTIDISCIPLINAR,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.122713/2016-00,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL
7803,SÃO PAULO,2016,2017,PÓS-DOUTORADO,MULTIDISCIPLINAR,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.116046/2016-00,UNIVERSIDADE FEDERAL DO ABC,UNIVERSIDADE FEDERAL DO ABC
7804,RIO GRANDE DO NORTE,2016,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,99999.000913/2015-04,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UNIVERSIDADE DE COIMBRA
7805,AMAZONAS,2019,2020,PÓS-DOUTORADO,CIÊNCIAS EXATAS E DA TERRA,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),88887.374979/2019-00,UNIVERSIDADE FEDERAL DO AMAZONAS,INSTITUTO POLITÉCNICO DO PORTO
7806,RIO GRANDE DO SUL,2015,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PROJETOS CONJUNTOS DE PESQUISA EM DRUG DISCOVERY - CAPES/UNIVERSIDADE DE NOTTINGHAM,99999.007647/2015-08,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UNIVERSITY OF NOTTINGHAM
7807,SÃO PAULO,2019,2019,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),88887.296172/2018-00,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO (SEDE),UNIVERSIDADE DE AVEIRO
7808,TOCANTINS,2016,2017,PÓS-DOUTORADO,MULTIDISCIPLINAR,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.122105/2016-00,UNIVERSIDADE FEDERAL DO TOCANTINS,UNIVERSIDADE FEDERAL DO TOCANTINS
7809,PROVINCIA DE LA HABANA,2016,2017,PÓS-DOUTORADO,MULTIDISCIPLINAR,MES CUBA PROJETOS - CAPES/MES CUBA,99999.000512/2016-08,UNIVERSIDAD DE LA HABANA,UNIVERSIDADE DO VALE DO ITAJAÍ
7810,,2017,2018,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.118814/2016-01,,UNIVERSITY OF YORK
7811,,2017,2017,PÓS-DOUTORADO,CIÊNCIAS AGRÁRIAS,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.137538/2017-00,,UNIVERSIDADE FEDERAL DE LAVRAS
7812,,2019,2020,PÓS-DOUTORADO,CIÊNCIAS BIOLÓGICAS,PRINT - PROGRAMA INSTITUCIONAL DE INTERNACIONALIZAÇÃO,88887.372223/2019-00,,UNIVERSIDADE FEDERAL DE PERNAMBUCO
7813,PROVINCIA DE LA HABANA,2016,2017,PÓS-DOUTORADO,ENGENHARIAS,MES CUBA PROJETOS - CAPES/MES CUBA,99999.000496/2016-02,UNIVERSIDAD DE LA HABANA,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO
7814,RIO DE JANEIRO,2015,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,99999.000710/2015-06,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIVERSITÉ PARIS NORD - PARIS XIII
7815,,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,CAPES/WBI (WALLONIE BRUXELLES INTERNATIONAL),88881.143724/2017-01,,UNIVERSITÉ LIBRE DE BRUXELLES
7816,RIO DE JANEIRO,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),88881.146234/2017-01,UNIVERSIDADE FEDERAL FLUMINENSE,UNIVERSITÉ PARIS-EST MARNE-LA-VALLÉE - PARIS XIV
7817,SÃO PAULO,2016,2017,PÓS-DOUTORADO,CIÊNCIAS EXATAS E DA TERRA,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.121856/2016-00,UNIVERSIDADE DE SÃO PAULO,UNIVERSIDADE DE SÃO PAULO
7818,,2019,2020,PÓS-DOUTORADO,CIÊNCIAS BIOLÓGICAS,PRINT - PROGRAMA INSTITUCIONAL DE INTERNACIONALIZAÇÃO,88887.369067/2019-00,,UNIVERSIDADE FEDERAL DE MINAS GERAIS
7819,,2018,2019,PÓS-DOUTORADO,CIÊNCIAS AGRÁRIAS,PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.170593/2018-01,,UNIVERSITY OF CALIFORNIA - SYSTEM
7820,PARÁ,2019,2020,PÓS-DOUTORADO,CIÊNCIAS BIOLÓGICAS,PROBRAL - PROJETOS DE COOPERAÇÃO EM PESQUISA ENTRE O BRASIL E A ALEMANHA - CAPES/DAAD,88887.319168/2019-00,UNIVERSIDADE FEDERAL DO PARÁ,HUMBOLDT-UNIVERSITAT ZU BERLIN
7821,RIO DE JANEIRO,2016,2017,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,PROGRAMAS ESTRATÉGICOS,99999.008097/2015-01,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,VLAAMS INSTITUUT VOOR BIOTECHNOLOGIE
7822,,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,CAPES/INL (LABORATÓRIO IBÉRICO INTERNACIONAL DE NANOTECNOLOGIA),88881.142496/2017-01,,INTERNATIONAL IBERIAN NANOTECHNOLOGY LABORATORY
7823,,2018,2019,PÓS-DOUTORADO,CIÊNCIAS BIOLÓGICAS,PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.171750/2018-01,UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO,WASHINGTON UNIVERSITY IN ST. LOUIS
7824,CEARÁ,2016,2017,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,PROGRAMAS ESTRATÉGICOS,99999.007714/2015-07,UNIVERSIDADE ESTADUAL DO CEARÁ,UNIVERSITÀ DEGLI STUDI DI TRIESTE
7825,SÃO PAULO,2019,2019,PÓS-DOUTORADO,ENGENHARIAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),88887.314416/2019-00,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UNIVERSITÉ GRENOBLE ALPES
7826,RIO GRANDE DO SUL,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.120218/2016-01,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UNIVERSITY OF CHICAGO
7827,MINAS GERAIS,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.119190/2016-01,UNIVERSIDADE FEDERAL DE MINAS GERAIS,JACOBS UNIVERSITY BREMEN
7828,,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PROGRAMAS ESTRATÉGICOS,88881.156090/2017-01,,INSTITUT NATIONAL DE LA RECHERCHE AGRONOMIQUE
7829,,2017,2018,PÓS-DOUTORADO,CIÊNCIAS BIOLÓGICAS,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.145785/2017-00,,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL
7830,PERNAMBUCO,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PROGRAMAS ESTRATÉGICOS,99999.000071/2017-00,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSIDAD AUTÓNOMA METROPOLITANA
7831,RIO DE JANEIRO,2016,2017,PÓS-DOUTORADO,CIÊNCIAS BIOLÓGICAS,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.116706/2016-00,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO
7832,SÃO PAULO,2018,2018,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,CAPES/STINT (SWEDISH FOUNDATION FOR INTERNATIONAL COOPERATION IN RESEARCH AND HIGHER EDUCATION),88887.194559/2018-00,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,UPPSALA UNIVERSITET
7833,MINAS GERAIS,2016,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS AGRÁRIAS,CAPES/TAMU (TEXAS A&M UNIVERSITY),99999.000354/2016-03,UNIVERSIDADE FEDERAL DE MINAS GERAIS,TEXAS A&M UNIVERSITY - SYSTEM OFFICE
7834,OREGON,2019,2020,PÓS-DOUTORADO,CIÊNCIAS AGRÁRIAS,PRINT - PROGRAMA INSTITUCIONAL DE INTERNACIONALIZAÇÃO,88887.374255/2019-00,OREGON STATE UNIVERSITY,UNIVERSIDADE FEDERAL DA BAHIA
7835,SÃO PAULO,2016,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS, URBANISMO E DESIGN,88887.122524/2016-00,UNIVERSIDADE ESTADUAL DE CAMPINAS,HAFENCITY UNIVERSITÄT HAMBURG
7836,DISTRITO DO PORTO,2019,2020,PÓS-DOUTORADO,ENGENHARIAS,PRINT - PROGRAMA INSTITUCIONAL DE INTERNACIONALIZAÇÃO,88887.370663/2019-00,UNIVERSIDADE DO PORTO,UNIVERSIDADE FEDERAL DE SANTA CATARINA
7837,PARANÁ,2017,2017,ESTÁGIO PÓS-DOUTORAL,ITÁLIA,ENFERMAGEM,99999.000442/2016-00,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,UNIVERSITÀ DEGLI STUDI DI MILANO
7838,MINAS GERAIS,2017,2017,PÓS-DOUTORADO,CIÊNCIAS DA SAÚDE,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.141126/2017-00,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UNIVERSIDADE FEDERAL DE MINAS GERAIS
7839,RIO GRANDE DO SUL,2015,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,99999.000882/2015-01,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,COLUMBIA UNIVERSITY
7840,SÃO PAULO,2016,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),99999.000478/2016-04,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIVERSITÉ DE LORRAINE
7841,,2017,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,CAPES/STINT (SWEDISH FOUNDATION FOR INTERNATIONAL COOPERATION IN RESEARCH AND HIGHER EDUCATION),88881.137733/2017-01,,UMEA UNIVERSITET
7842,RIO GRANDE DO SUL,2017,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.119004/2016-01,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNIVERSIDAD NACIONAL DE EDUCACION A DISTANCIA
7843,PARANÁ,2018,2019,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),88887.178146/2018-00,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,CARBONE SAVOIE [UE]
7844,RIO GRANDE DO SUL,2018,2019,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),88881.156638/2017-01,UNIVERSIDADE DE CAXIAS DO SUL,UNIVERSITÉ CLAUDE BERNARD LYON 1
7845,PARANÁ,2016,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS, CIÊNCIAS CONTÁBEIS E TURISMO,99999.005404/2015-00,UNIVERSIDADE FEDERAL DO PARANÁ,UNIVERSITY OF CALIFORNIA - SYSTEM
7846,SANTA CATARINA,2017,2018,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.118842/2016-01,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UNIVERSIDADE DE AVEIRO
7847,,2017,2017,PÓS-DOUTORADO,ENGENHARIAS,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.136021/2016-00,,INSTITUTO TECNOLÓGICO DE AERONÁUTICA
7848,RIO GRANDE DO SUL,2018,2019,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,CAPES/WBI (WALLONIE BRUXELLES INTERNATIONAL),88887.192535/2018-00,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UNIVERSITÉ LIBRE DE BRUXELLES
7849,RIO DE JANEIRO,2017,2017,PÓS-DOUTORADO,CIÊNCIAS BIOLÓGICAS,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.131469/2016-00,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO
7850,MINAS GERAIS,2015,2018,PÓS-DOUTORADO,CIÊNCIAS AGRÁRIAS,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.094141/2015-00,UNIVERSIDADE FEDERAL DE LAVRAS,UNIVERSIDADE FEDERAL DE LAVRAS
7851,,2017,2018,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.119312/2016-01,,WOODS HOLE RESEARCH CENTER
7852,MINAS GERAIS,2014,2017,PÓS-DOUTORADO,CIÊNCIAS BIOLÓGICAS,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.059683/2014-00,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UNIVERSIDADE FEDERAL DE MINAS GERAIS
7853,PARÁ,2015,2017,PÓS-DOUTORADO,CIÊNCIAS BIOLÓGICAS,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.094045/2015-00,UNIVERSIDADE FEDERAL DO PARÁ,UNIVERSIDADE FEDERAL DO PARÁ
7854,RIO GRANDE DO SUL,2018,2019,PÓS-DOUTORADO,CIÊNCIAS DA SAÚDE,PROGRAMA DE DEMANDAS ESPONTÂNEAS E INDUZIDAS,88887.188020/2018-00,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL
7855,GOIÁS,2018,2019,PÓS-DOUTORADO,CIÊNCIAS EXATAS E DA TERRA,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),88887.178469/2018-00,UNIVERSIDADE FEDERAL DE GOIÁS,AIX MARSEILLE UNIVERSITÉ
7856,CEARÁ,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.118934/2016-01,UNIVERSIDADE FEDERAL DO CEARÁ,UNIVERSIDADE DE LISBOA
7857,SÃO PAULO,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),88887.145428/2017-00,UNIVERSIDADE DE SÃO PAULO,UNIVERSITÉ NICE SOPHIA ANTIPOLIS
7858,PROVINCIA DE LA HABANA,2017,2017,PÓS-DOUTORADO,ENGENHARIAS,MES CUBA PROJETOS - CAPES/MES CUBA,88881.141304/2017-01,UNIVERSIDAD TECNOLÓGICA DE LA HABANA JOSÉ ANTONIO ECHEVERRÍA,UNIVERSIDADE FEDERAL DE ITAJUBÁ
7859,PARÁ,2019,2020,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),88887.369565/2019-00,UNIVERSIDADE FEDERAL DO PARÁ,UNIVERSITÉ PAUL VALÉRY MONTPELLIER
7860,,2019,2020,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PROGRAMAS ESTRATÉGICOS,88881.375067/2019-01,,NATIONAL CENTER FOR ATMOSPHERIC RESEARCH
7861,RIO GRANDE DO SUL,2018,2019,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,PROBRAL - PROJETOS DE COOPERAÇÃO EM PESQUISA ENTRE O BRASIL E A ALEMANHA - CAPES/DAAD,88887.283886/2018-00,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,LUDWIG-MAXIMILIANS-UNIVERSITÄT MÜNCHEN
7862,,2019,2020,PÓS-DOUTORADO,CIÊNCIAS DA SAÚDE,PRINT - PROGRAMA INSTITUCIONAL DE INTERNACIONALIZAÇÃO,88887.371640/2019-00,,UNIVERSIDADE FEDERAL DE PERNAMBUCO
7863,BAHIA,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS SOCIAIS APLICADAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.119487/2016-01,UNIVERSIDADE DO ESTADO DA BAHIA,IT-UNIVERSITETET I KØBENHAVN
7864,,2019,2020,PÓS-DOUTORADO,CIÊNCIAS DA SAÚDE,PRINT - PROGRAMA INSTITUCIONAL DE INTERNACIONALIZAÇÃO,88887.364938/2019-00,,UNIVERSIDADE FEDERAL DE MINAS GERAIS
7865,MINAS GERAIS,2016,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,99999.006129/2015-03,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UNIVERSITY OF BRITISH COLUMBIA
7866,PERNAMBUCO,2017,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.119479/2016-01,UNIVERSIDADE FEDERAL DE PERNAMBUCO,ROYAL BOTANIC GARDENS
