,NM_UF_IES_ORIGEM,AN_INICIO,AN_FIM,NM_NIVEL,NM_GRANDE_AREA,NM_PROGRAMA,ID_PROCESSO,NM_IES_ORIGEM_PRINCIPAL_DA,NM_IES_ESTUDO_PRINCIPAL_DA
7690,SÃO PAULO,2014,2017,PÓS-DOUTORADO,CIÊNCIAS DA SAÚDE,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.068358/2014-00,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO (SEDE),UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO (SEDE)
7691,SÃO PAULO,2019,2020,PÓS-DOUTORADO,CIÊNCIAS BIOLÓGICAS,PRINT - PROGRAMA INSTITUCIONAL DE INTERNACIONALIZAÇÃO,88887.363502/2019-00,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIVERSIDADE FEDERAL DE SÃO PAULO
7692,ESPÍRITO SANTO,2018,2019,PÓS-DOUTORADO,ESTADOS UNIDOS,ENGENHARIAS I,88881.171157/2018-01,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UNIVERSITY OF NEBRASKA
7693,RIO DE JANEIRO,2016,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),99999.000413/2016-00,UNIVERSIDADE FEDERAL FLUMINENSE,UNIVERSITÉ PARIS-EST MARNE-LA-VALLÉE - PARIS XIV
7694,PARANÁ,2017,2018,ESTÁGIO PÓS-DOUTORAL,ESTADOS UNIDOS,FARMÁCIA,88881.119611/2016-01,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UNIVERSITY OF MISSISSIPPI
7695,MINAS GERAIS,2017,2018,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.120630/2016-01,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UNIVERSITY OF LEICESTER
7696,MINAS GERAIS,2018,2019,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),88887.228305/2018-00,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UNIVERSITÉ PIERRE ET MARIE CURIE - PARIS VI
7697,RIO DE JANEIRO,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.119888/2016-01,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,VRIJE UNIVERSITEIT BRUSSEL
7698,MINAS GERAIS,2019,2020,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),88887.357595/2019-00,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UNIVERSIDADE DE AVEIRO
7699,SÃO PAULO,2016,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,99999.005959/2015-02,UNIVERSIDADE DE SÃO PAULO,CITY UNIVERSITY OF NEW YORK - SYSTEM
7700,,2019,2020,PÓS-DOUTORADO,MULTIDISCIPLINAR,PRINT - PROGRAMA INSTITUCIONAL DE INTERNACIONALIZAÇÃO,88887.370698/2019-00,,UNIVERSIDADE FEDERAL DA BAHIA
7701,SANTA CATARINA,2016,2017,PÓS-DOUTORADO,CIÊNCIAS AGRÁRIAS,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.122681/2016-00,UNIVERSIDADE DO ESTADO DE SANTA CATARINA,UNIVERSIDADE DO ESTADO DE SANTA CATARINA
7702,SÃO PAULO,2016,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,99999.006115/2015-02,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UNIVERSITY OF EXETER
7703,RIO GRANDE DO SUL,2014,2017,PÓS-DOUTORADO,CIÊNCIAS EXATAS E DA TERRA,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.060593/2014-00,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL
7704,PROVINCIA DE LA HABANA,2016,2017,PÓS-DOUTORADO,ENGENHARIAS,MES CUBA PROJETOS - CAPES/MES CUBA,99999.000365/2016-05,INSTITUTO SUPERIOR DE TECNOLOGÍAS Y CIENCIAS APLICADAS,UNIVERSIDADE FEDERAL DE PERNAMBUCO
7705,SÃO PAULO,2016,2017,PÓS-DOUTORADO,CIÊNCIAS DA SAÚDE,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.131327/2016-00,UNIVERSIDADE DE SÃO PAULO,UNIVERSIDADE DE SÃO PAULO
7706,,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PROGRAMAS ESTRATÉGICOS,88881.146191/2017-01,,CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS
7707,PERNAMBUCO,2018,2019,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),88887.185301/2018-00,UNIVERSIDADE FEDERAL DE PERNAMBUCO,INSTITUT NATIONAL DES SCIENCES APPLIQUÉES
7708,SÃO PAULO,2015,2017,PÓS-DOUTORADO,MULTIDISCIPLINAR,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.113763/2015-00,INSTITUTO TECNOLÓGICO DE AERONÁUTICA,INSTITUTO TECNOLÓGICO DE AERONÁUTICA
7709,RIO GRANDE DO NORTE,2017,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.119193/2016-01,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,NEW YORK UNIVERSITY
7710,,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PROGRAMAS ESTRATÉGICOS,88881.145902/2017-01,,UNIVERSITY OF PITTSBURGH
7711,,2018,2019,PÓS-DOUTORADO,CIÊNCIAS EXATAS E DA TERRA,PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.171031/2018-01,,CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS
7712,SÃO PAULO,2019,2020,PÓS-DOUTORADO,CIÊNCIAS EXATAS E DA TERRA,PRINT - PROGRAMA INSTITUCIONAL DE INTERNACIONALIZAÇÃO,88887.374212/2019-00,UNIVERSIDADE DE SÃO PAULO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL
7713,SÃO PAULO,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),99999.000047/2017-01,UNIVERSIDADE DE SÃO PAULO,UNIVERSITÉ CLAUDE BERNARD LYON 1
7714,SANTA CATARINA,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.119350/2016-01,UNIVERSIDADE FEDERAL DE SANTA CATARINA,DEAKIN UNIVERSITY
7715,SÃO PAULO,2018,2018,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),88887.197467/2018-00,UNIVERSIDADE DE SÃO PAULO,UNIVERSIDADE DE COIMBRA
7716,,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.120045/2016-01,,UNIVERSIDAD DE SEVILLA
7717,RIO GRANDE DO SUL,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS HUMANAS,PGCI - PROGRAMA GERAL DE COOPERAÇÃO INTERNACIONAL,88888.102316/2016-00,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,EXETER COLLEGE
7718,,2019,2020,PÓS-DOUTORADO,MULTIDISCIPLINAR,PRINT - PROGRAMA INSTITUCIONAL DE INTERNACIONALIZAÇÃO,88887.374404/2019-00,,UNIVERSIDADE PRESBITERIANA MACKENZIE
7719,RIO GRANDE DO SUL,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PROGRAMAS ESTRATÉGICOS,99999.000097/2017-09,UNIVERSIDADE DO VALE DO RIO DOS SINOS,BOISE STATE UNIVERSITY
7720,PARANÁ,2019,2020,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,CAPES/NUFFIC,88887.388105/2019-00,UNIVERSIDADE FEDERAL DO PARANÁ,UNIVERSITEIT MAASTRICHT
7721,,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.120350/2016-01,,STATE UNIVERSITY OF NEW YORK - SYSTEM
7722,SÃO PAULO,2015,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PROJETOS CONJUNTOS DE PESQUISA EM DRUG DISCOVERY - CAPES/UNIVERSIDADE DE NOTTINGHAM,99999.004652/2015-00,UNIVERSIDADE DE SÃO PAULO,UNIVERSITY OF NOTTINGHAM
7723,SANTA CATARINA,2019,2020,PÓS-DOUTORADO,CIÊNCIAS EXATAS E DA TERRA,CAPES/JSPS (JAPAN SOCIETY FOR THE PROMOTION OF SCIENCE),88887.357189/2019-00,UNIVERSIDADE FEDERAL DE SANTA CATARINA,HOKKAIDO UNIVERSITY
7724,RIO GRANDE DO SUL,2015,2017,PÓS-DOUTORADO,MULTIDISCIPLINAR,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.114822/2015-00,UNIVERSIDADE FEDERAL DE PELOTAS,UNIVERSIDADE FEDERAL DE PELOTAS
7725,SÃO PAULO,2019,2020,PÓS-DOUTORADO,CIÊNCIAS EXATAS E DA TERRA,CAPES/STINT (SWEDISH FOUNDATION FOR INTERNATIONAL COOPERATION IN RESEARCH AND HIGHER EDUCATION),88887.370204/2019-00,UNIVERSIDADE FEDERAL DE SÃO CARLOS,STOCKHOLMS UNIVERSITET
7726,SÃO PAULO,2019,2020,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),88887.321581/2019-00,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UNIVERSITÉ GRENOBLE ALPES
7727,MATO GROSSO DO SUL,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.119676/2016-01,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,IOWA STATE UNIVERSITY
7728,MINAS GERAIS,2019,2020,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS AGRÁRIAS,PGCI - PROGRAMA GERAL DE COOPERAÇÃO INTERNACIONAL,88887.321585/2019-00,UNIVERSIDADE FEDERAL DE LAVRAS,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO
7729,BAHIA,2017,2017,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,PROGRAMA BOLSAS PARA PESQUISA - CAPES/HUMBOLDT,99999.000029/2016-05,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,LEIBNIZ-GEMEINSCHAFT
7730,PARANÁ,2016,2017,PÓS-DOUTORADO,ENGENHARIAS,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.115591/2015-00,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ
7731,PARANÁ,2019,2019,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),88887.352716/2019-00,UNIVERSIDADE ESTADUAL DE LONDRINA,UNIVERSIDADE DE COIMBRA
7732,SÃO PAULO,2018,2019,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,CAPES/FCT (FUNDAÇÃO PARA A CIÊNCIA E A TECNOLOGIA),88887.197291/2018-00,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO (SEDE),INSTITUTO POLITÉCNICO DE PORTALEGRE
7733,,2017,2018,PÓS-DOUTORADO,CIÊNCIAS EXATAS E DA TERRA,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.138078/2017-00,,INSTITUTO TECNOLÓGICO DE AERONÁUTICA
7734,MINAS GERAIS,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.119924/2016-01,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,TEXAS A&M UNIVERSITY - SYSTEM OFFICE
7735,GALICIA,2019,2020,PÓS-DOUTORADO,CIÊNCIAS BIOLÓGICAS,PRINT - PROGRAMA INSTITUCIONAL DE INTERNACIONALIZAÇÃO,88887.364939/2019-00,UNIVERSIDAD DE SANTIAGO DE COMPOSTELA,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL
7736,DISTRITO FEDERAL,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PROGRAMA CAPES/EMBRAPA/FUNDAÇÃO AGRÓPOLIS,88881.156637/2017-01,EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA,CENTRE DE COOPÉRATION INTERNATIONALE EN RECHERCHE AGRONOMIQUE POUR LE DÉVELOPPEMENT
7737,PARANÁ,2019,2019,PÓS-DOUTORADO,ENGENHARIAS,PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.171685/2018-01,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,WESTERN UNIVERSITY
7738,,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.120150/2016-01,,JIHO ESKA UNIVERZITA V ESKYCH BUD JOVICICH
7739,,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PROJETOS CONJUNTOS DE PESQUISA EM DRUG DISCOVERY - CAPES/UNIVERSIDADE DE NOTTINGHAM,88881.141268/2017-01,,UNIVERSITY OF NOTTINGHAM
7740,SÃO PAULO,2019,2020,PÓS-DOUTORADO,MULTIDISCIPLINAR,PRINT - PROGRAMA INSTITUCIONAL DE INTERNACIONALIZAÇÃO,88887.374391/2019-00,CENTRO UNIVERSITÁRIO FIEO,UNIVERSIDADE PRESBITERIANA MACKENZIE
7741,REGION CENTRE,2017,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),99999.000005/2017-07,INSTITUT NATIONAL DE LA RECHERCHE AGRONOMIQUE,INSTITUT NATIONAL DE LA RECHERCHE AGRONOMIQUE
7742,ENGLAND,2017,2019,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,PROGRAMA DE VERÃO PARA JOVENS CIENTISTAS - CAPES/IIASA,99999.000613/2016-09,UNIVERSITY OF OXFORD,INTERNATIONAL INSTITUTE FOR APPLIED SYSTEMS ANALYSIS
7743,,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PROJETOS CONJUNTOS DE PESQUISA EM DRUG DISCOVERY - CAPES/UNIVERSIDADE DE NOTTINGHAM,88881.141267/2017-01,,UNIVERSITY OF NOTTINGHAM
7744,MINAS GERAIS,2016,2017,PÓS-DOUTORADO,CIÊNCIAS BIOLÓGICAS,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.116573/2016-00,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UNIVERSIDADE FEDERAL DE MINAS GERAIS
7745,RIO DE JANEIRO,2019,2020,ESTÁGIO PÓS-DOUTORAL,FRANÇA,CIÊNCIAS BIOLÓGICAS III,88887.357947/2019-00,FUNDACAO OSWALDO CRUZ (FIOCRUZ),INSTITUT PASTEUR
7746,,2019,2020,PÓS-DOUTORADO,ENGENHARIAS,PRINT - PROGRAMA INSTITUCIONAL DE INTERNACIONALIZAÇÃO,88887.374354/2019-00,,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO (SEDE)
7747,SÃO PAULO,2017,2017,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,NFIL - PROGRAMA NEWTON FUND INSTITUTIONAL LINKS - CAPES/CONSELHO BRITÂNICO,88887.138261/2017-00,UNIVERSIDADE FEDERAL DO ABC,GLASGOW CALEDONIAN UNIVERSITY
7748,TOCANTINS,2016,2017,PÓS-DOUTORADO,MULTIDISCIPLINAR,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.122106/2016-00,UNIVERSIDADE FEDERAL DO TOCANTINS,UNIVERSIDADE FEDERAL DO TOCANTINS
7749,SÃO PAULO,2019,2020,PÓS-DOUTORADO,CIÊNCIAS EXATAS E DA TERRA,PROBRAL - PROJETOS DE COOPERAÇÃO EM PESQUISA ENTRE O BRASIL E A ALEMANHA - CAPES/DAAD,88887.334747/2019-00,UNIVERSIDADE DE SÃO PAULO,TECHNISCHE UNIVERSITÄT CLAUSTHAL
7750,,2018,2019,PÓS-DOUTORADO,CIÊNCIAS BIOLÓGICAS,PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.171459/2018-01,,UNIVERSITY OF EAST ANGLIA
7751,,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.120016/2016-01,,SCRIPPS RESEARCH INSTITUTE
7752,RIO DE JANEIRO,2015,2017,PÓS-DOUTORADO,CIÊNCIAS HUMANAS,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.114481/2015-00,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO
7753,SÃO PAULO,2015,2017,PÓS-DOUTORADO,CIÊNCIAS BIOLÓGICAS,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.114824/2015-00,UNIVERSIDADE DE SÃO PAULO,UNIVERSIDADE DE SÃO PAULO
7754,,2016,2017,PÓS-DOUTORADO,CIÊNCIAS DA SAÚDE,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.130311/2016-00,,UNIVERSIDADE ESTADUAL DE LONDRINA
7755,SERGIPE,2018,2019,PÓS-DOUTORADO,CIÊNCIAS HUMANAS,PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.170589/2018-01,UNIVERSIDADE FEDERAL DE SERGIPE,UNIVERSIDAD DE SALAMANCA
7756,BAHIA,2017,2017,ESTÁGIO PÓS-DOUTORAL,ENGENHARIAS,PGCI - PROGRAMA GERAL DE COOPERAÇÃO INTERNACIONAL,88881.137765/2017-01,UNIVERSIDADE FEDERAL DA BAHIA,UNIVERSITY OF BIRMINGHAM
7757,,2019,2019,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PROGRAMAS ESTRATÉGICOS,88881.311552/2018-01,,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO
7758,RIO DE JANEIRO,2015,2017,PÓS-DOUTORADO,CIÊNCIAS EXATAS E DA TERRA,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.096823/2015-00,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO
7759,RIO GRANDE DO SUL,2019,2020,PÓS-DOUTORADO,CIÊNCIAS EXATAS E DA TERRA,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),88887.321681/2019-00,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UNIVERSITÉ GRENOBLE ALPES
7760,RIO GRANDE DO SUL,2017,2018,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.120678/2016-01,UNIVERSIDADE LUTERANA DO BRASIL,UNIVERSITEIT UTRECHT
7761,MINAS GERAIS,2016,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS BIOLÓGICAS,PROJETOS CONJUNTOS DE PESQUISA EM DRUG DISCOVERY - CAPES/UNIVERSIDADE DE NOTTINGHAM,99999.000346/2016-00,UNIVERSIDADE FEDERAL DE OURO PRETO,UNIVERSITY OF NOTTINGHAM
7762,RIO GRANDE DO SUL,2018,2019,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PROGRAMAS ESTRATÉGICOS,88881.207869/2018-01,UNIVERSIDADE FEDERAL DO RIO GRANDE,INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET AUTOMATIQUE
7763,,2017,2018,PÓS-DOUTORADO,CIÊNCIAS DA SAÚDE,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.145889/2017-00,,UNIVERSIDADE DE SÃO PAULO
7764,RIO DE JANEIRO,2017,2018,PÓS-DOUTORADO,CIÊNCIAS EXATAS E DA TERRA,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.160667/2017-00,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO
7765,,2018,2019,PÓS-DOUTORADO,CIÊNCIAS HUMANAS,PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.170591/2018-01,,UNIVERSIDADE DE AVEIRO
7766,,2018,2019,PÓS-DOUTORADO,CIÊNCIAS EXATAS E DA TERRA,PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.170823/2018-01,,UNIVERSITÄT BASEL
7767,PERNAMBUCO,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS DA SAÚDE,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.120194/2016-01,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MCGILL UNIVERSITY
7768,MINAS GERAIS,2016,2017,PÓS-DOUTORADO,MULTIDISCIPLINAR,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.116396/2016-00,UNIVERSIDADE FEDERAL DE VIÇOSA,UNIVERSIDADE FEDERAL DE VIÇOSA
7769,MINAS GERAIS,2017,2018,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS EXATAS E DA TERRA,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.119120/2016-01,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI,UNIVERSITY OF BIRMINGHAM
7770,RIO GRANDE DO SUL,2019,2020,PÓS-DOUTORADO,MULTIDISCIPLINAR,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),88887.352477/2019-00,UNIVERSIDADE FEDERAL DO RIO GRANDE,UNIVERSITÉ CLERMONT AUVERGNE
7771,MINAS GERAIS,2016,2017,ESTÁGIO PÓS-DOUTORAL,CIÊNCIAS AGRÁRIAS,PPDE - PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,99999.005893/2015-01,UNIVERSIDADE FEDERAL DE VIÇOSA,ROYAL BOTANIC GARDENS
7772,,2019,2020,PÓS-DOUTORADO,CIÊNCIAS DA SAÚDE,PRINT - PROGRAMA INSTITUCIONAL DE INTERNACIONALIZAÇÃO,88887.372715/2019-00,,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO (SEDE)
7773,MINAS GERAIS,2017,2018,ESTÁGIO PÓS-DOUTORAL,FRANÇA,CIÊNCIAS AMBIENTAIS,88881.118971/2016-01,UNIVERSIDADE FEDERAL DE LAVRAS,UNIVERSITÉ DE LORRAINE - UNITÉ DE FORMATION ET DE RECHERCHE EN SCIENCES FONDAMENTALES ET APPLIQUÉES
7774,SÃO PAULO,2019,2020,PÓS-DOUTORADO,CIÊNCIAS HUMANAS,PRINT - PROGRAMA INSTITUCIONAL DE INTERNACIONALIZAÇÃO,88887.364977/2019-00,UNIVERSIDADE DE SÃO PAULO,FUNDAÇÃO GETÚLIO VARGAS ( RJ )
7775,RIO GRANDE DO SUL,2018,2019,ESTÁGIO PÓS-DOUTORAL,MULTIDISCIPLINAR,CAPES/COFECUB (COMITÊ FRANCÊS DE AVALIAÇÃO DA COOPERAÇÃO UNIVERSITÁRIA COM O BRASIL),88887.169391/2018-00,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,SORBONNE UNIVERSITÉ
7776,,2018,2019,PÓS-DOUTORADO,CIÊNCIAS BIOLÓGICAS,PROGRAMA DE PÓS-DOUTORADO NO EXTERIOR,88881.170373/2018-01,,TEXAS A&M UNIVERSITY - SYSTEM OFFICE
7777,RIO DE JANEIRO,2017,2017,PÓS-DOUTORADO,CIÊNCIAS BIOLÓGICAS,PVE/CSF - PESQUISADOR VISITANTE ESPECIAL - PROGRAMA CIÊNCIA SEM FRONTEIRAS,88887.137246/2017-00,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,UNIVERSIDADE ESTADUAL DE MARINGÁ
7778,ENGLAND,2019,2020,PÓS-DOUTORADO,CIÊNCIAS SOCIAIS APLICADAS,PRINT - PROGRAMA INSTITUCIONAL DE INTERNACIONALIZAÇÃO,88887.370662/2019-00,UNIVERSITY OF LONDON,UNIVERSIDADE FEDERAL DE SANTA CATARINA
