,nome_ies_destino_norm,pais_ies_destino,frequencia
1707,universidad tecnica federico santa maria,CHILE,1
1708,universidad tecnologica nacional,ARGENTINA,1
1709,fundacao universidade federal de ciencias da saude de porto alegre,BRASIL,1
1710,fundacion escuela venezolana de planificacion,VENEZUELA,1
1711,haskoli islands,ISLÂNDIA,1
1712,haute ecole specialisee de suisse occidentale haute ecole du paysage d ingenierie et d architecture de geneve,SUÍÇA,1
1713,havforskningsinstituttet,NORUEGA,1
1714,hawaii pacific university,ESTADOS UNIDOS,1
1715,health economics and health technology assessment,REINO UNIDO,1
1716,universidad nacional de salta,ARGENTINA,1
1717,universidad nacional de san antonio abad del cusco,PERU,1
1718,universidad nacional de villa maria,ARGENTINA,1
1719,greenwood genetic center,ESTADOS UNIDOS,1
1720,groupe eac paris,FRANÇA,1
1721,hacettepe universitesi,TURQUIA,1
1722,haigazian university,LÍBANO,1
1723,hamburger institut fur sozialforschung,ALEMANHA,1
1724,hartford hospital,ESTADOS UNIDOS,1
1725,hartford seminary,ESTADOS UNIDOS,1
1726,harvey mudd college,ESTADOS UNIDOS,1
1727,sveucilite u zagrebu,CROÁCIA,1
1728,swarthmore college,ESTADOS UNIDOS,1
1729,universidade anhanguera de sao paulo,BRASIL,1
1730,universidade autonoma de lisboa,PORTUGAL,1
1731,universidade ceuma,BRASIL,1
1732,universidade de lisboa faculdade de belas artes,PORTUGAL,1
1733,universidade de pernambuco,BRASIL,1
1734,fondazione don carlo gnocchi,ITÁLIA,1
1735,staffordshire university,REINO UNIDO,1
1736,stanford graduate school of business,ESTADOS UNIDOS,1
1737,statens serum institut,DINAMARCA,1
1738,stazione zoologica anton dohrn,ITÁLIA,1
1739,stevens institute of technology,ESTADOS UNIDOS,1
1740,stiftelsen for industriell og teknisk forskning ue,NORUEGA,1
1741,studiecentrum voor kernenergie,BÉLGICA,1
1742,sveuciliste u zagrebu,CROÁCIA,1
1743,south australian research and development institute,AUSTRÁLIA,1
1744,south carolina state university,ESTADOS UNIDOS,1
1745,south china university of technology,CHINA,1
1746,south dakota school of mines and technology,ESTADOS UNIDOS,1
1747,southeast missouri state university,ESTADOS UNIDOS,1
1748,southern oregon university,ESTADOS UNIDOS,1
1749,southwest fisheries science center mississippi labs pascagoula ue,ESTADOS UNIDOS,1
1750,st olaf college,ESTADOS UNIDOS,1
1751,george washington university foggy bottom washington,ESTADOS UNIDOS,1
1752,geotop,CANADÁ,1
1753,german centre for integrative biodiversity research idiv halle jena leipzig,ALEMANHA,1
1754,universidade aberta delegacao do porto porto,PORTUGAL,1
1755,universidade amilcar cabral,GUINÉ-BISSAU,1
1756,solabia group,FRANÇA,1
1757,soproni egyetem,HUNGRIA,1
1758,sorbonne universite laboratoire de biologie du developpement,FRANÇA,1
1759,shizuoka university,JAPÃO,1
1760,silver lake college of the holy family,ESTADOS UNIDOS,1
1761,singapore botanic gardens,SINGAPURA,1
1762,sir alister hardy foundation for ocean science,REINO UNIDO,1
1763,skema business school,FRANÇA,1
1764,skidmore college,ESTADOS UNIDOS,1
1765,smithsonian tropical research institute,PANAMÁ,1
1766,universidade do estado de minas gerais,BRASIL,1
1767,semmelweis egyetem,HUNGRIA,1
1768,seoul national university,COREIA DO SUL,1
1769,servicio de hidrografia naval ue,ARGENTINA,1
1770,servicio regional investigacion desarrollo agroalimentario,ESPANHA,1
1771,seton hall university,ESTADOS UNIDOS,1
1772,shanghai university,CHINA,1
1773,sheffield hallam university,REINO UNIDO,1
1774,shinshu university,JAPÃO,1
1775,fuller theological seminary,ESTADOS UNIDOS,1
1776,sandvik coromant sverige ab ue,SUÉCIA,1
1777,sanford burnham prebys medical discovery institute,ESTADOS UNIDOS,1
1778,sanofi en france ue,ESTADOS UNIDOS,1
1779,sciensano institut,BÉLGICA,1
1780,scottish universities environmental research centre,REINO UNIDO,1
1781,seattle biomedical research institute,ESTADOS UNIDOS,1
1782,seattle university,ESTADOS UNIDOS,1
1783,fondazione poliambulanza istituto ospedaliero,ITÁLIA,1
1784,food and agriculture organization of the united nations,ITÁLIA,1
1785,forschungsinstitut zur zukunft der arbeit,ALEMANHA,1
1786,forschungszentrum borstel,ALEMANHA,1
1787,freie universitat berlin fachbereich biologie chemie pharmazie,ALEMANHA,1
1788,friedrich loeffler institut bundesforschungsinstitut fur tie,ALEMANHA,1
1789,fritz haber institut der max planck gesellschaft,ALEMANHA,1
1790,fudan university,CHINA,1
1791,institut pasteur,FRANÇA,1
1792,institut pasteur,GUADALUPE,1
1793,institut pasteur,URUGUAI,1
1794,institut superieur de mecanique de paris saint ouen,FRANÇA,1
1795,saint petersburg state conservatory,RÚSSIA,1
1796,salisbury university,ESTADOS UNIDOS,1
1797,salud madrid,ESPANHA,1
1798,san diego zoo,ESTADOS UNIDOS,1
1799,institut des sciences de la terre d orleans,FRANÇA,1
1800,institut fur deutsche sprache el,ALEMANHA,1
1801,institut laue langevin,FRANÇA,1
1802,institut mines telecom business school,FRANÇA,1
1803,institut national de recherche en sciences et technologies,FRANÇA,1
1804,institut national des langues et civilisations orientales,FRANÇA,1
1805,institut national du patrimoine,FRANÇA,1
1806,institut paoli calmettes centre de lutte contre le cancer,FRANÇA,1
1807,fachhochschule salzburg puch urstein salzburg,ÁUSTRIA,1
1808,faculdade de belas artes,PORTUGAL,1
1809,facultad de medicina,ESPANHA,1
1810,facultad de teologia de granada,ESPANHA,1
1811,facultad latinoamericana de ciencias sociales,EQUADOR,1
1812,rutgers university new brunswick,ESTADOS UNIDOS,1
1813,sa pathology,AUSTRÁLIA,1
1814,saint joseph s university,ESTADOS UNIDOS,1
1815,universidade do porto faculdade de medicina,PORTUGAL,1
1816,universidade estadual de goias,BRASIL,1
1817,universidade estadual de santa cruz,BRASIL,1
1818,universidade estadual do maranhao,BRASIL,1
1819,european space research and technology centre,HOLANDA,1
1820,european synchrotron radiation facility,FRANÇA,1
1821,evangelische hochschule freiburg,ALEMANHA,1
1822,fachhochschule nordwestschweiz,SUÍÇA,1
1823,rhode island school of design,ESTADOS UNIDOS,1
1824,robert koch institut,ALEMANHA,1
1825,rochester institute of technology,ESTADOS UNIDOS,1
1826,rosalind franklin university of medicine and science,ESTADOS UNIDOS,1
1827,royal roads university,CANADÁ,1
1828,russian state institute of performing arts,RÚSSIA,1
1829,ecole superieure de commerce de grenoble,FRANÇA,1
1830,edge hill university ormskirk,REINO UNIDO,1
1831,private universitat fur gesundheitswissenschaften medizinische informatik und technik tirol,ÁUSTRIA,1
1832,private universitat witten herdecke ggmbh,ALEMANHA,1
1833,public health england,REINO UNIDO,1
1834,ramapo college of new jersey,ESTADOS UNIDOS,1
1835,real escuela superior de arte dramatico,ESPANHA,1
1836,reed college,ESTADOS UNIDOS,1
1837,renmin university of china,CHINA,1
1838,rheinische fachhochschule koln,ALEMANHA,1
1839,universidade europeia campus de santos,PORTUGAL,1
1840,universidade federal do acre,BRASIL,1
1841,universidade federal rural da amazonia,BRASIL,1
1842,universidade feevale,BRASIL,1
1843,universidade gama filho,BRASIL,1
1844,universidade kimpa vita,ANGOLA,1
1845,universidade metodista de angola,ANGOLA,1
1846,presbyterian college,ESTADOS UNIDOS,1
1847,facultad latinoamericana de ciencias sociales,MÉXICO,1
1848,faculte de medecine paris descartes,FRANÇA,1
1849,faculte de sciences humaines et sociales sorbonne,FRANÇA,1
1850,federal aviation administration,ESTADOS UNIDOS,1
1851,federazione italiana giuoco calcio ue,ITÁLIA,1
1852,filmakademie baden wurttemberg,ALEMANHA,1
1853,flatiron institute,ESTADOS UNIDOS,1
1854,universidade estadual paulista julio de mesquita filho duplicidade com cod 56,BRASIL,1
1855,instituto de investigacion en biomedicina de buenos aires,ARGENTINA,1
1856,instituto de investigacion sanitaria de la fundacion jimenez diaz,ESPANHA,1
1857,instituto de investigacion y formacion agraria y pesquera,ESPANHA,1
1858,instituto de medicina tropical pedro kouri,CUBA,1
1859,instituto de reproduccion animal uruguay,URUGUAI,1
1860,instituto de soldadura e qualidade,PORTUGAL,1
1861,instituto federal de educacao ciencia e tecn da paraiba,BRASIL,1
1862,instituto interamericano de cooperacion para la agricultura mexico,MÉXICO,1
1863,institutionen for livsmedelsteknik,SUÉCIA,1
1864,instituto butantan,BRASIL,1
1865,instituto cubano de investigacion cultural juan marinello,CUBA,1
1866,instituto de biologia experimental e tecnologica,PORTUGAL,1
1867,instituto de ciencias de la vid y del vino,ESPANHA,1
1868,instituto de desarrollo economico y social,ARGENTINA,1
1869,instituto de ensino e pesquisa da santa casa de belo horizonte,BRASIL,1
1870,instituto de estudos sociais e economicos,MOÇAMBIQUE,1
1871,escuela internacional de cine y television,CUBA,1
1872,escuela nacional de salud publica de cuba,CUBA,1
1873,estacion biologia de donana,ESPANHA,1
1874,european association for education law and policy,BÉLGICA,1
1875,european molecular biology laboratory,FRANÇA,1
1876,universidade portucalense infante dom henrique,PORTUGAL,1
1877,institute of food research,REINO UNIDO,1
1878,institute of medical and veterinary science,AUSTRÁLIA,1
1879,el colegio de tlaxcala a c,MÉXICO,1
1880,el colegio mexiquense a c,MÉXICO,1
1881,emerson college,ESTADOS UNIDOS,1
1882,environment and climate change canada,CANADÁ,1
1883,eotvos lorand tudomanyegyetem,HUNGRIA,1
1884,eps ville evrard,FRANÇA,1
1885,escola superior de artes e design,PORTUGAL,1
1886,escola superior de educacao de paula frassinetti,PORTUGAL,1
1887,parco tecnologico padano,ITÁLIA,1
1888,peking university,CHINA,1
1889,pennsylvania state system of higher education,ESTADOS UNIDOS,1
1890,perimeter institute for theoretical physics,CANADÁ,1
1891,petrified forest national park ue,ESTADOS UNIDOS,1
1892,physikalisch meteorologisches observatorium davos und weltstrahlungszentrum,SUÍÇA,1
1893,plantentuin meise,BÉLGICA,1
1894,politechnika krakowska im tadeusza kociuszki,POLONIA,1
1895,east china normal university,CHINA,1
1896,east tennessee state university,ESTADOS UNIDOS,1
1897,eastern institute of technology,NOVA ZELÂNDIA,1
1898,eastern oregon university,ESTADOS UNIDOS,1
1899,ecole d ingenieurs la rochelle lagord,FRANÇA,1
1900,ecole nat sup d infor et de mathema appliq de grenoble,FRANÇA,1
1901,ecole nationale superieure d architecture paris malaquais,FRANÇA,1
1902,pannon egyetem,HUNGRIA,1
1903,universita degli studi del molise,ITÁLIA,1
1904,universita degli studi dell aquila,ITÁLIA,1
1905,universita degli studi dell insubria,ITÁLIA,1
1906,universita degli studi della campania luigi vanvitelli,ITÁLIA,1
1907,universita degli studi di bergamo,ITÁLIA,1
1908,universita degli studi di cassino e del lazio meridionale,ITÁLIA,1
1909,universita degli studi di foggia,ITÁLIA,1
1910,earlham institute,REINO UNIDO,1
1911,pontificia universita urbaniana,ITÁLIA,1
1912,pontificio istituto biblico,ITÁLIA,1
1913,pontificio istituto orientale,ITÁLIA,1
1914,portland state university,ESTADOS UNIDOS,1
1915,potsdam institut fur klimafolgenforschung,ALEMANHA,1
1916,poundbury cancer institute,REINO UNIDO,1
1917,prairie view a m university,ESTADOS UNIDOS,1
1918,universidade regional do cariri,BRASIL,1
1919,dartmouth college geisel school of medicine,ESTADOS UNIDOS,1
1920,davis college,ESTADOS UNIDOS,1
1921,de nationale geologiske undersgelser for danmark og grnland,DINAMARCA,1
1922,debreceni egyetem,HUNGRIA,1
1923,delaware state university,ESTADOS UNIDOS,1
1924,deltares,HOLANDA,1
1925,department of agriculture and food,AUSTRÁLIA,1
1926,det kongelige danske kunstakademis skoler for arkitektur design og konservering,DINAMARCA,1
1927,universita degli studi di scienze gastronomiche di pollenzo,ITÁLIA,1
1928,universita di corsica pasquale paoli,FRANÇA,1
1929,universita mediterranea di reggio calabria,ITÁLIA,1
1930,universita per stranieri di perugia,ITÁLIA,1
1931,universitat autonoma de barcelona fundacio institut catala de farmacologia,ESPANHA,1
1932,universitat bonn rheinische friedrich wilhelms,ALEMANHA,1
1933,universitat der bundeswehr munchen,ALEMANHA,1
1934,danmarks tekniske universitet institut for akvastiske ressourcer,DINAMARCA,1
1935,institute for defence studies and analyses,ÍNDIA,1
1936,institute for human centered design,ESTADOS UNIDOS,1
1937,ecole nationale superieure d architecture paris val de seine,FRANÇA,1
1938,ecole nationale superieure de chimie de rennes,FRANÇA,1
1939,ecole nationale superieure des technologies et industries du bois,FRANÇA,1
1940,ecole superieure d art d avignon,FRANÇA,1
1941,universita degli studi di modena e reggio emilia reggio emilia,ITÁLIA,1
1942,universita degli studi di roma foro italico,ITÁLIA,1
1943,politechnika warszawska,POLONIA,1
1944,politecnico di bari,ITÁLIA,1
1945,pomona college,ESTADOS UNIDOS,1
1946,pontificia facolta teologica dell italia meridionale,ITÁLIA,1
1947,pontificia universidad catolica argentina,ARGENTINA,1
1948,pontificia universidad catolica de valparaiso,CHILE,1
1949,pontificia universidad catolica del ecuador,EQUADOR,1
1950,pontificia universidade catolica de goias,BRASIL,1
1951,pacific university,ESTADOS UNIDOS,1
1952,padagogische hochschule freiburg,ALEMANHA,1
1953,padagogische hochschule schwabisch gmund,ALEMANHA,1
1954,universitat st gallen,SUÍÇA,1
1955,consejo superior de investigaciones cientificas instituto de agricultura sostenible,ESPANHA,1
1956,consejo superior de investigaciones cientificas instituto de investigaciones marinas,ESPANHA,1
1957,conservatoire de musique de geneve,SUÍÇA,1
1958,consiglio nazionale delle ricerche istituto di chimica del riconoscimento molecolare,ITÁLIA,1
1959,okinawa institute of science and technology graduate university,JAPÃO,1
1960,open universiteit nederland,HOLANDA,1
1961,osaka university,JAPÃO,1
1962,oslomet storbyuniversitetet,NORUEGA,1
1963,ospedale pediatrico bambino gesu,ITÁLIA,1
1964,ostbayerische technische hochschule amberg weiden,ALEMANHA,1
1965,pacific ecoinformatics and computational ecology lab,ESTADOS UNIDOS,1
1966,pacific northwest national laboratory,ESTADOS UNIDOS,1
1967,doshisha university,JAPÃO,1
1968,dr margarete fischer bosch institut fur klinische pharmakologie,ALEMANHA,1
1969,drake university,ESTADOS UNIDOS,1
1970,dupont agricultural products,ESTADOS UNIDOS,1
1971,observatoire oceanologique de villefranche sur mer ue,FRANÇA,1
1972,occidental college,ESTADOS UNIDOS,1
1973,office national d etudes et de recherches aerospatiales chatillon,FRANÇA,1
1974,ohio wesleyan university,ESTADOS UNIDOS,1
1975,deutsche sporthochschule koln,ALEMANHA,1
1976,deutsches institut fur entwicklungspolitik,ALEMANHA,1
1977,deutsches institut fur kautschuktechnologie,ALEMANHA,1
1978,deutsches zentrum fur integrative biodiversitatsforschung,ALEMANHA,1
1979,deutsches zentrum fur neurodegenerative erkrankungen,ALEMANHA,1
1980,diakonhjemmet hogskole,NORUEGA,1
1981,dokkyo medical university,JAPÃO,1
1982,donostia international physics center,ESPANHA,1
1983,norwegian institute of bioeconomy research,NORUEGA,1
1984,nova school of business and economics,PORTUGAL,1
1985,novartis vaccines diagnostics,ITÁLIA,1
1986,nxp semiconductors holanda ue,HOLANDA,1
1987,obafemi awolowo university,NIGÉRIA,1
1988,oberlin college,ESTADOS UNIDOS,1
1989,obihiro university of agriculture and veterinary medicine,JAPÃO,1
1990,universitatsklinikum giessen und marburg,ALEMANHA,1
1991,norsk institutt for biokonomi,NORUEGA,1
1992,norsk institutt for luftforskning,NORUEGA,1
1993,norsk institutt for vannforskning,NORUEGA,1
1994,north carolina central university,ESTADOS UNIDOS,1
1995,north shore lij the feinstein institute for medical resear,ESTADOS UNIDOS,1
1996,northeastern university united states,ESTADOS UNIDOS,1
1997,northwest hydraulic consultants,CANADÁ,1
1998,northwest research associates,ESTADOS UNIDOS,1
1999,cours de civilisation francaise de la sorbonne el,FRANÇA,1
2000,cubaeduca,CUBA,1
2001,new mexico state university las cruces,ESTADOS UNIDOS,1
2002,new york eye and ear infirmary of mount sinai,ESTADOS UNIDOS,1
2003,new york institute of technology,ESTADOS UNIDOS,1
2004,nhl hogeschool,HOLANDA,1
2005,niagara college,CANADÁ,1
2006,norges idrettshgskole,NORUEGA,1
2007,consiglio nazionale delle ricerche istituto di ricerche sulla popolazione e le politiche sociali salerno,ITÁLIA,1
2008,consiglio nazionale delle ricerche istituto di scienze dell atmosfera e del clima bologna,ITÁLIA,1
2009,consiglio nazionale delle ricerche istituto di scienze marine bologna,ITÁLIA,1
2010,consiglio nazionale delle ricerche istituto per i polimeri compositi e biomateriali catania,ITÁLIA,1
2011,consiglio nazionale delle ricerche istituto per la protezione sostenibile delle piante portici,ITÁLIA,1
2012,consiglio per la ricerca in agricoltura e l analisi dell ecnomia agraria centro di ricerca agricoltura e ambiente,ITÁLIA,1
2013,consorci de salut i social de catalunya,ESPANHA,1
2014,consorcio sanitario del maresme hospital de mataro,ESPANHA,1
2015,instituto nacional de telecomunicacoes,BRASIL,1
2016,instituto nacional del carbon,ESPANHA,1
2017,instituto politecnico da guarda escola superior de saude,PORTUGAL,1
2018,instituto politecnico de beja,PORTUGAL,1
2019,instituto politecnico de coimbra,PORTUGAL,1
2020,instituto politecnico de viana do castelo escola superior agraria,PORTUGAL,1
2021,new mexico highlands university,ESTADOS UNIDOS,1
2022,new mexico museum of natural history and science,ESTADOS UNIDOS,1
2023,nederlandse organisatie voor wetenschappelijk onderzoek,HOLANDA,1
2024,instituto latinoamericano y del caribe deplanificacion economica y social,CHILE,1
2025,instituto madrileno de estudios avanzados en alimentacion,ESPANHA,1
2026,instituto mexicano de investigaciones cinematograficas y hum,MÉXICO,1
2027,instituto milenio para la investigacion en depresion y personalidad,CHILE,1
2028,instituto nacional de higiene epidemiologia y microbiologia,CUBA,1
2029,instituto nacional de investigaciones forestales agricolas,MÉXICO,1
2030,instituto nacional de saude doutor ricardo jorge lisboa,PORTUGAL,1
2031,cognosco anexa animal health fvc ue,NOVA ZELÂNDIA,1
2032,colby college,ESTADOS UNIDOS,1
2033,cold spring harbor laboratory,ESTADOS UNIDOS,1
2034,colgate university,ESTADOS UNIDOS,1
2035,college of charleston,ESTADOS UNIDOS,1
2036,college of the atlantic,ESTADOS UNIDOS,1
2037,college of william mary,ESTADOS UNIDOS,1
2038,colleges de clinique psychanalytique,FRANÇA,1
2039,universitatsklinikum schleswig holstein lubeck,ALEMANHA,1
2040,universitatsspital zurich,SUÍÇA,1
2041,universite bordeaux i,FRANÇA,1
2042,universite catholique de lyon,FRANÇA,1
2043,universite cheikh anta diop de dakar,SENEGAL,1
2044,universite d abomey calavi,BENIM,1
2045,clarkson university,ESTADOS UNIDOS,1
2046,cleveland institute of music,ESTADOS UNIDOS,1
2047,national research council vancouver,CANADÁ,1
2048,national sedimentation laboratory,ESTADOS UNIDOS,1
2049,national university of ireland maynooth,IRLANDA,1
2050,natural resources canada,CANADÁ,1
2051,ceske vysoke uceni technicke v praze,REPÚBLICA TCHECA,1
2052,charles darwin university casuarina,AUSTRÁLIA,1
2053,charles sturt university,AUSTRÁLIA,1
2054,charles sturt university campus albury wodonga,AUSTRÁLIA,1
2055,national cancer centre of singapore,SINGAPURA,1
2056,national centers for environmental information ue,ESTADOS UNIDOS,1
2057,national central university,TAIWAN,1
2058,national institute for agro environmental sciences,JAPÃO,1
2059,national institute of informatics,JAPÃO,1
2060,national institutes of health national institute of environmental health sciences durham,ESTADOS UNIDOS,1
2061,national oceanic and atmospheric administration,ESTADOS UNIDOS,1
2062,national physical laboratory,REINO UNIDO,1
2063,universite du havre,FRANÇA,1
2064,universite du quebec montreal,CANADÁ,1
2065,centrum fizyki teoretycznej polskiej akademii nauk,POLONIA,1
2066,centrum regionu hana pro biotechnologicky a zemedelsky vyzkum,REPÚBLICA TCHECA,1
2067,nara institute of science and technology,JAPÃO,1
2068,nasjonalt folkehelseinstitutt,NORUEGA,1
2069,nationaal instituut voor subatomaire fysica,HOLANDA,1
2070,national aeronautics and space administration,ESTADOS UNIDOS,1
2071,commonwealth scientific and industrial research organisation south australian health and medical research institute,AUSTRÁLIA,1
2072,universite d artois,FRANÇA,1
2073,universite d etat d haiti,HAITI,1
2074,universite de lorraine unite de formation et de recherche en sciences fondamentales et appliquees metz,FRANÇA,1
2075,universite de nimes,FRANÇA,1
2076,universite de technologie de belfort montbeliard,FRANÇA,1
2077,universite de yaounde,CAMARÕES,1
2078,universite des antilles et de la guyane martinique,MARTINICA,1
2079,centro de estudos sociais aquino de braganca,MOÇAMBIQUE,1
2080,centro de investigacao transdisciplinar cultura espaco e memoria,PORTUGAL,1
2081,centro de investigacion agroforestal albaladejito,ESPANHA,1
2082,centro de investigacion cooperativa em biomateriales,ESPANHA,1
2083,centro de investigacion y extension forestal andino patagonico,ARGENTINA,1
2084,centro de investigacions marinas,ESPANHA,1
2085,centro dell attore sinfonico ue,ITÁLIA,1
2086,centro di ricerca e documentazione sull infanzia,ITÁLIA,1
2087,universite strasbourg ii sciences humaines marc bloch,FRANÇA,1
2088,centre national de la recherche scientifique,GUIANA FRANCESA,1
2089,centre scientifique de monaco,MÔNACO,1
2090,centro austral de investigaciones cientificas,ARGENTINA,1
2091,centro de desenvolvimento da tecnologia nuclear,BRASIL,1
2092,centro de estudios cientificos,CHILE,1
2093,centro de estudios monetarios y financieros ue,ESPANHA,1
2094,centro de estudios y experimentacion de obras publicas,ESPANHA,1
2095,chulalongkorn university,TAILÂNDIA,1
2096,cincinnati children s research foundation,ESTADOS UNIDOS,1
2097,cisco systems,ESTADOS UNIDOS,1
2098,city of hope,ESTADOS UNIDOS,1
2099,city university of new york john jay college of criminal justice,ESTADOS UNIDOS,1
2100,claremont graduate university,ESTADOS UNIDOS,1
2101,universite lille 2 centre d etude des arts contemporains,FRANÇA,1
2102,universite lille nord de france,FRANÇA,1
2103,chestnut health systems,ESTADOS UNIDOS,1
2104,chiang mai university,TAILÂNDIA,1
2105,children s national medical center,ESTADOS UNIDOS,1
2106,china agricultural university,CHINA,1
2107,china european international business school,CHINA,1
2108,china univeristy of political science law,CHINA,1
2109,chongqing medical university,CHINA,1
2110,christ university,ÍNDIA,1
2111,museum victoria,AUSTRÁLIA,1
2112,nagoya institute of technology,JAPÃO,1
2113,university medical center rotterdam,HOLANDA,1
2114,university of alabama huntsville,ESTADOS UNIDOS,1
2115,university of alaska anchorage,ESTADOS UNIDOS,1
2116,carleton college,ESTADOS UNIDOS,1
2117,carnegie institution of washington,ESTADOS UNIDOS,1
2118,cary institute of ecosystem studies,ESTADOS UNIDOS,1
2119,moss landing marine laboratories,ESTADOS UNIDOS,1
2120,mount holyoke college,ESTADOS UNIDOS,1
2121,mount sinai hospital,CANADÁ,1
2122,murdoch childrens research institute,AUSTRÁLIA,1
2123,musee royal de l afrique centrale,BÉLGICA,1
2124,museo nacional de historia natural cubana ue,CUBA,1
2125,museu d art contemporani de barcelona,ESPANHA,1
2126,museu nacional de etnologia,PORTUGAL,1
2127,mica the school of ideas,ÍNDIA,1
2128,michigan technological university,ESTADOS UNIDOS,1
2129,mitchell hamline school of law,ESTADOS UNIDOS,1
2130,modul university vienna,ÁUSTRIA,1
2131,mondragon unibertsitatea,ESPANHA,1
2132,monmouth college,ESTADOS UNIDOS,1
2133,montpellier business school,FRANÇA,1
2134,moscow art theatre,RÚSSIA,1
2135,centro em rede de investigacao em antropologia,PORTUGAL,1
2136,centro hospitalar de coimbra,PORTUGAL,1
2137,centro internazionale di studi primo levi,ITÁLIA,1
2138,centro latinoamericano de economia humana,URUGUAI,1
2139,centro nacional de investigaciones de cafe pedro uribe mejia,COLÔMBIA,1
2140,universite toulouse jean jaures france ameriques espagne,FRANÇA,1
2141,universitetet i agder,NORUEGA,1
2142,universitetet i nordland,NORUEGA,1
2143,mayo clinic hospital phoenix,ESTADOS UNIDOS,1
2144,medstar union memorial hospital ue,ESTADOS UNIDOS,1
2145,meiji university,JAPÃO,1
2146,memorialul victimelor comunismului si al rezistentei centrul international de studii asupra comunismului,ROMÊNIA,1
2147,mercer university,ESTADOS UNIDOS,1
2148,mercyhurst archaeological institute,ESTADOS UNIDOS,1
2149,met office exeter,REINO UNIDO,1
2150,miami dade college,ESTADOS UNIDOS,1
2151,magritek ltd ue,ALEMANHA,1
2152,maryland institute college of art,ESTADOS UNIDOS,1
2153,matforskningsinstituttet,NORUEGA,1
2154,max planck institut fur astronomie,ALEMANHA,1
2155,max planck institut fur chemie,ALEMANHA,1
2156,max planck institut fur chemische okologie friedrich schiller universitat jena,ALEMANHA,1
2157,max planck institut fur europaische rechtsgeschichte,ALEMANHA,1
2158,max planck institut fur softwaresysteme,ALEMANHA,1
2159,centre d archives d architecture de la cite,FRANÇA,1
2160,centre d etudes et de documentation economiques juridiques,EGITO,1
2161,centre de recherches en cancerologie de toulouse,FRANÇA,1
2162,centre for the study of developing societies,ÍNDIA,1
2163,centre hospitalier lyon sud,FRANÇA,1
2164,centre hospitalier sainte anne ue,FRANÇA,1
2165,lutheran school of theology at chicago,ESTADOS UNIDOS,1
2166,madeira interactive technologies institute ue,PORTUGAL,1
2167,casa de velazquez,ESPANHA,1
2168,center for cooperative research in biomaterials ue,ESPANHA,1
2169,center for hellenic studies,GRÉCIA,1
2170,center for research and telecommunication experimentations for networked communities,ITÁLIA,1
2171,central connecticut state university,ESTADOS UNIDOS,1
2172,central washington university,ESTADOS UNIDOS,1
2173,centralesupelec,FRANÇA,1
2174,centralesupelec chatenay malabry,FRANÇA,1
2175,interdaf leipzig el,ALEMANHA,1
2176,international atomic energy agency,ÁUSTRIA,1
2177,international centre for the study of the preservation and restoration of cultural property,ITÁLIA,1
2178,loyola university chicago,ESTADOS UNIDOS,1
2179,ludwig cancer research,ESTADOS UNIDOS,1
2180,luonnontieteellinen museo,FINLÂNDIA,1
2181,british school at athens,GRÉCIA,1
2182,broad institute,ESTADOS UNIDOS,1
2183,instituto tecnologico agrario de castilla y leon,ESPANHA,1
2184,instituto tecnologico de aguascalientes,MÉXICO,1
2185,instituto tecnologico y de estudios superiores de monterrey,MÉXICO,1
2186,instituto universitario de investigacion ortega y gasset,ESPANHA,1
2187,instituto universitario de oncologia principado de asturias,ESPANHA,1
2188,instituto valenciano de infertilidad,ESPANHA,1
2189,instituut voor tropische geneeskunde,BÉLGICA,1
2190,inter american development bank,ESTADOS UNIDOS,1
2191,university of derby,REINO UNIDO,1
2192,university of detroit mercy,ESTADOS UNIDOS,1
2193,university of indianapolis,ESTADOS UNIDOS,1
2194,british antarctic survey,REINO UNIDO,1
2195,louisiana tech university,ESTADOS UNIDOS,1
2196,instituto politecnico do cavado e do ave,PORTUGAL,1
2197,instituto superior dom afonso iii,PORTUGAL,1
2198,instituto superior politecnico de sao tome e principe,SÃO TOMÉ E PRÍNCIPE,1
2199,centre interuniversitaire recherche d ingeniere de materiaux,FRANÇA,1
2200,university of belgrade,SÉRVIA,1
2201,university of bradford,REINO UNIDO,1
2202,university of buckingham,REINO UNIDO,1
2203,university of calcutta,ÍNDIA,1
2204,university of california extension los angeles,ESTADOS UNIDOS,1
2205,university of crete,GRÉCIA,1
2206,university of dayton,ESTADOS UNIDOS,1
2207,lomonosov moscow state university,RÚSSIA,1
2208,london research institute,REINO UNIDO,1
2209,los angeles biomedical research institute,ESTADOS UNIDOS,1
2210,berlin mathematical school,ALEMANHA,1
2211,bern university of applied sciences,SUÍÇA,1
2212,bethesda university of california,ESTADOS UNIDOS,1
2213,biblioteca nacional de portugal,PORTUGAL,1
2214,bilkent universitesi,TURQUIA,1
2215,laboratorio de instrumentacao e fisica experimental de particulas,PORTUGAL,1
2216,lamar university,ESTADOS UNIDOS,1
2217,laser interferometer gravitational wave observatory ue,ESTADOS UNIDOS,1
2218,latvijas universitate,LETÔNIA,1
2219,leibniz institut fur tropospharenforschung,ALEMANHA,1
2220,lewis and clark college,ESTADOS UNIDOS,1
2221,lincoln research centre agresearch,NOVA ZELÂNDIA,1
2222,liverpool hope university,REINO UNIDO,1
2223,california institute for medical research,ESTADOS UNIDOS,1
2224,canadian food inspection agency,CANADÁ,1
2225,canadian light source,CANADÁ,1
